,date,tital,user,dislike,like,rating,page_index
68,posted on 28 Jun 2020,Associate/senior Associate -(nontechnical) for 3.6 years in Pune, Anonymous · Former Employee · Administration Division    ,Dislikes Transportation. ,"Likes Flowrish teammates, sharp time training, job security depends on facility faculty, want to increase my lifestyle adding term growth appraisal, travel we don't have 4wheelers but some time 2 wheelers help to continue to review our lifestyle,like to give suggesyion only for politics having good learning skill or we make our friendly environment, I am going to find my own wife in-innovation
My working lifestyles is quite different from others here I want to make my own environment or can say balanced working life. ...Read More",5.0,8
69,posted on 12 Aug 2020,Drug Safety Associate  in Pune, Anonymous · Life Insurance Division    ,Dislikes Salary and career growth very slow.,Likes Good work environment and cultures. Leave policies and HR team always supportive,3.0,8
70,posted on 01 Aug 2020,Citizen Service Executive for 5.7 years in PSK KOLLAM, Anonymous · Former Employee · Passport Seva KENDRA Division    ,"Dislikes NO CAREER DEVELOPMENT OPPORTUNITIES, INEQUALITY, SALARY ISSUES, BUREAUCRACY",Likes WAS HAPPY DURING THE OPENING YEAR OF JOB. BECOME WORKING LIKE A MACHINE IN THE LATER YEARS. LOST JOB SATISFACTION. LATER I LEFT THE JOB.,2.0,9
71,posted on 14 Aug 2020,Assistant System Engineer   in Indore, Anonymous · Development Division    ,Dislikes There are very less good projects ,Likes Except compensation everything is good.,4.0,9
72,posted on 12 Aug 2020,Accounts Support Executive  in Delhi, Anonymous · Former Employee · Finance & Accounts Division    ,Dislikes I have no dislikes,"Likes I want work in TCS,i have 4.5 year experience in accounts department.Good work environment in tcs.if I will work in TCs so my dream will be completed",4.0,9
73,posted on 10 Aug 2020,"AWS Certified Architect, DevOps ,Teraform, Ansible Developer  in Hyderabad", Anonymous · Hitech Division    ,Dislikes Growth is slow and resource mapping needs to be a lot even though we excel in some good technology we are forced to moved some other projects irrespective of the skill-set.,Likes Good opportunities for learning new technologies and for travelling abroad.,4.0,9
74,posted on 21 Jul 2020,Business Analyst  in Different Locations, Anonymous · Confidential Division    ,Dislikes Now a days due to Corona work pressure had increased but then by trying different ways able to deal with it. Hope I will be able to deal with it more as I get more exposure. One thing I'm not liking is sometimes we are called outside Office hours but i think may be it's up to us how we set our expectations.,"Likes They are providing work from home. Offices are closed for covid-19 situation. And they are also providing some facilities for covid-19 such as some healthcare facilities, meeting communication expense facilities due to covid despite current situation of companies economic conditions. Although sometimes going got tough but still I'm in the company for 9 years now and they have not removed me yet.",4.0,9
75,posted on 05 Aug 2020,Senior It Analyst for 7.6 years in Chennai, Anonymous · Current Employee · IT Division    ,Dislikes They laid off my wife in a different way due to covid. Instead directly saying it as lay off. ,"Likes Job security is poor, work culture and management is okay , company policies are poor",1.0,9
76,posted on 04 Aug 2020,Systems Engineer for 3.4 years in Hyderabad," Anonymous · Former Employee · Banking & Finance, Analytics Division    ","Dislikes Only Hike. :) If you are ok with it, you can't feel a better place than this on the earth. ","Likes Love TCS. Really missing everything. Lot of new things. Every day is new learning in TCS, been into different projects , get to see/meet/talk with different people. 
Lot of learning. Ample amount of opportunities.",5.0,9
77,posted on 04 Aug 2020,Senior Business Analyst  in Bangalore, Anonymous · Data Analysis Division    ,"Dislikes Only Hike. :) If you are ok with it, you can't feel a better place than this on the earth. ",Likes There is no support at all from the management in the project that I am working in. Instead there is extra pressure put on the team to not take leaves because this would make them earn more revenue. There has been no calls with me till now when I have been asked about how I am holding up in this situation. Obviously the good thing is Tcs perhaps won't fire us in these tough times but nothing other than that. No hike and otherwise very bad company culture to work in....Read More,2.0,9
78,posted on 15 Aug 2020,Assistant Consultant  in Nagpur, Anonymous · EIS Division    ,Dislikes Process sometimes too long and time consuming even for small amount approvals.  But its OK.,Likes TCS taking care all majors.  Very caring organisation.  Good Job,5.0,9
79,posted on 08 Aug 2020,Associate System Engineer  in Mumbai, Anonymous · Finance Division    ,Dislikes Process sometimes too long and time consuming even for small amount approvals.  But its OK.,"Likes Tcs is covering covid 19 in health issurance. And also providing self quarantine rooms who needs them. While other companies are firing employees ,Tcs is ensuring job security",5.0,9
80,posted on 30 Jul 2020,System Engineer  in Kolkata, Anonymous · Retail Division    ,Dislikes The only place of improvement I believe is the work evaluation they do at the end of financial year. Even after receiving good evaluation there is no guarantee you will revive good grade and there is almost no scope to fight for it and get it change.,Likes I am glad I got the opportunity to work with TCS. Here they maintain a good work environment for all the employees and provide various opportunities to learn new skills.,5.0,10
81,posted on 12 Aug 2020,System Engineer  in Pune, Anonymous · Internal IS Division    ,Dislikes Nothing,"Likes I worked in world's safest organization, at whatever condition will be my job is secure. Also every higher management people pay attention towards your health. If u are effected with virus",5.0,10
82,posted on 14 Aug 2020,Assistant System Engineer for 7 months in Gurgaon, Anonymous · Current Employee · Banking & Finance Division    ,Dislikes NOTHING ,"Likes I have a lot of respect for TCS in my heart, though i wish to leave the organisation for future growth but I really respect TATA GROUP it's the best thing India can have ",5.0,10
83,posted on 14 Aug 2020,Team Leader Operations  in Kolkata, Anonymous · Operations Division    ,Dislikes A gap between top level management and mid level management in terms of act.,"Likes Although no hike for the FY, however job was secured.",5.0,10
84,posted on 25 Jul 2018,System Engineer  in Kolkata, Anonymous · IT Division    ,Dislikes Internal politics is the first point I would like to highlight specifically in Kolkata location which I never liked. TCS gets project in lower wages as a result only one resource is allocated for a 3 men work. Work quality is not so good but not too bad. Salary Hike is incorrigible and as usual low for everyone both for lateral entry as well as fresher graduates.,"Likes 3 months of training for Freshers graduate is very good. Everyone will get good learning opportunity during that period and most important thing is you will be connected with people from different location with diverse culture which is very important for everyone to cope up with the corporate environment after completion of school and college life. In projects you will have colleagues of different age groups, so you will not feel bore. Very few employee stays in bench in current scenario. Different projects are available but mostly are support and maintenance project. You will get opportunity to learn new things. TCS is good for CAB and Bus service in Kolkata location. Girls get CAB from 8 PM and boys get from 10 PM. Not sure about other locations in Kolkata we had Bus service in free of cost for pick up and drop. TCS is well known for CSR activity as well. TCS Maitree club organizes different extra curricular activity stating from painting, dancing, trekking and adventure activity. And in the end TCS is famous for MEDICLAIM service I must say. I am not sure about other companies but you don't need to bother about money when you or your family member is sick if they are insured under their scheme...Read More",3.0,10
85,posted on 13 Aug 2020,Technology Consultant  in Indore, Anonymous · Software Development Division    ,Dislikes No growth,Likes If you want Job security and work life balance and family culture then TCS is the best company to work with,5.0,10
86,posted on 12 Aug 2020,System Engineer  in Pune, Anonymous · BFSI Division    ,"Dislikes Struck with same projects, switching technologies and projects is very difficulty tasj",Likes Providing 85% employess WFH. For rest of the employees the are adding extra allowance whi are requested to Work From Office ,3.0,10
87,posted on 05 Aug 2020,Assistant Consultant for 3.4 years in Bangalore, Anonymous · Current Employee · It Infrastructure Division    ,"Dislikes Disrespect , discourage and undermining by senior people.",Likes The support I have received during COVID-19 pandemic resulted in worldwide lockdown was encouraging but not sure how things would shape in coming months.,2.0,10
88,posted on 14 Aug 2020,Senior Process Associate  in Chennai, Anonymous · Market Research Division    ,Dislikes Nothing as of now... 😊,Likes I liked the Job security. Overall TCS is good in supporting Covid situation,4.0,10
89,posted on 12 Aug 2020,Team Lead And Senior Test Engineer for 6.7 years in Chennai Siruseri, Anonymous · Current Employee · Information Technology Division    ,Dislikes Nil,Likes In every way and as always work life balance is ensured.Exclusively team is made to work in closed loop with higher management.,5.0,10
