,date,tital,user,dislike,like,rating,page_index
72,posted on 29 Jun 2020,Devops Engineer for 10 months in Bangalore, Anonymous · Current Employee · Banking Division    ,Dislikes Job security. ,Likes Its very worst experience in my career working with TCS. They released from project without intimation and also till now we didnt allocated to any projects and no salaries since lockdown. I never expected this from TCS. ,2.0,27
73,posted on 08 Jun 2020,It Analyst for 5 years in Hyderabad, Anonymous · Current Employee · It Software Division    ,"Dislikes Security as of now no lay offs but after covid19 no one knows but we remember one thing at 2009 recession TCS was stable but remaining companies collapsed, yes politics goes every where , my promotion pending since 3 years onwards due to lack of management",Likes Here frankly speaking every different client is a different company once you released from any client no one cares about previous achievement and work and as everyone knows no hikes due to covid19,4.0,27
74,posted on 03 Jun 2019,Work Flow Specialist  in Chennai, Anonymous · Retail Division    ,Dislikes The cons of the company I personally feel that the company should focus on feedbacks of employees as there is too much pressure from seniors around them . Very narrow and low mentality people I met and discrimination of language was always there. People work less and enjoy the difficulties and gossip about people more. TL having theattitude and ego that he can do anything cause he won't be removed from the company and was rude to me. My HR didn't take any actions and said me to move to another project . No good response cause complete Male dominance .  My work was interesting and that kept me working there . Manager doesn't notice any work we do and totally relies on Team leads comments. Can grow only if u fakeur identity and be their charm as they wish you to be. Bad work environment . No proper canteen facility and only a nursing student for our health check who always provides overdose medicine....Read More,Likes Good company to start which stands first in the bpo companies . Good start salary for any fresher . Projects are very much business oriented and have all steam opportunities here finance to retail business . ,3.0,27
75,posted on 05 Jul 2020,Technical Lead/project Lead  in Gurgaon, Anonymous · Financial Services Division    ,"Dislikes Career growth, salary, promotion",Likes Job security,4.0,27
76,posted on 18 Apr 2020,Process Associate  in Nagpur, Anonymous · MS Division    ,"Dislikes I want ad one thik ...TCS give a chance to freshers and they join at the at of 21-22 and TCS give them salary amount 12k + but Tcs don't have any groth chance if you want to growth you need to complete at least 4 years  after 4 years salary will be 16k+ But my point is if I earn 16k or 20k at the of 27 or 28 that amount not if for any person,  because of this increment Process we don't have options and we have to take a chance and leave the company  ....so please Take a look and do something for US .....Thank you ...Read More","Likes Tata always care for there employees,  and as we know covid-19 spread across the world at the time of this situation TCS have a call we employee and asked them about their health and family safety also ....Thank you TCS ",5.0,27
77,posted on 30 Jun 2020,Citizen Service Executive  in Vadodara, Anonymous · Fcrm Division    ,Dislikes Not yet everything is good,Likes I like work with tcs and management and safety is good.,4.0,27
78,posted on 16 Jun 2020,Senior Process Associate  in Nagpur, Anonymous · Accounts & Finance Division    ,"Dislikes I don't like promotion policy, zero clarity about Provident fund, change policy promotion frequently. Food not so good, worst management. No benefits, no better compensation. ",Likes Only providing work from home facility,1.0,27
79,posted on 18 Sep 2017,It Analyst C2 for 5 years in Chennai, Suman Saurabh · Current Employee · Travel and Hospitality Division    ,"Dislikes Yeah I dislike many things as well.
1. High level of politics in appraisal and on-site deputation, but I would say at the  same time if you are talented then no one will dare to play with you.

2. Stagnent growth for mid level employee
3. Learning/innovation/opportunities are depend on your project you are working for, suppose your clients are involved/interested to train/up skill you then well n good but from TCS side its almost negligible. RMG ,HR, Higher management people will never care about your skill or as per skill mapping. Thanks...Read More","Likes I like many things here as compared to similar mnc's (based on exp of my friends working in other companies) like first of all job security, leave policy, work timings n over all work-life balance but I would say going in long term it solely depends on projects you are working or clients you are working for. I worked in many domainsand with plenty of clients and felt it was very different situation in handling things with all of them. Apart from work environment, I also liked being here as TCS is a subsidiary of TATA Sons which is know for benevolence in Indian Society, it feels an immense proud that around 60% of our earnings are going for charity. Thanks. ...Read More",3.0,27
80,posted on 16 May 2020,Process Associate for 2.2 years in Kolkata, Anonymous · Current Employee · Process associate Division    ,Dislikes Career growth and oppurtunities,Likes When it comes to job security TCS ranks first as always. But salary hikes and career growth is a bit challenging stuff here. Politics are common in every company so dont waste your time thinking about it. Work environment and culture totally depends on people working around you so it varies from project to project. I'll just advise you to stay calm and do your work. Yes they are quite supportive in this paticular situation as well....Read More,4.0,28
81,posted on 25 Jun 2020,"Administration Executive  in Patna, Bihar, India", Anonymous · Administration Division    ,Dislikes No more work pressure but career growth is very slow.,Likes That place is totally safe from covid-19 and provide the salary on a time. Career growth is low.,5.0,28
82,posted on 14 May 2020,Sap Functional Consultant  in Mumbai, Anonymous · SAP Consultant  Division    ,Dislikes There are not much option to grow. Increment is very less. In three years of workthe salary has just increased 20%. No opportunity. Stuck at one place. Bad politics. ,Likes They are paying salaries and are not laying off people. Have provided Work from home facility to it's employees. They have cut the appraisal for this year. ,3.0,28
83,posted on 29 May 2020,It Support Executive  in Pune, Anonymous · Production support Division    ,"Dislikes Compensation is good, but growth is slow. I do receive appreciation emails from clients, but they mostly go unnoticed during my mid year appraisals. ","Likes The company is open to innovation and readily adopts latest technology. I am a part of IT production support, another point is that my colleagues come from various cultural backgrounds and we are working happily collaboration. Very good supportive team I got. ",4.0,28
84,posted on 23 Jun 2020,Associate  in Pune , Anonymous · Finance & Accounts Division    ,Dislikes Politics and lot of stress.,Likes Good work environment and culture. Teammates are supportive and the management is transparent. There is a huge cafeteria and gaming arcade for chilling. ,4.0,28
85,posted on 23 Jun 2020,Process Associate  in Chennai, Anonymous · Chennai Division    ,Dislikes No growth in my process politics ,Likes My first job I loved it to work in TCS,5.0,28
86,posted on 02 Jul 2020,Manual Automation Test Engineer  in Bangalore, Anonymous · Software Testing Division    ,"Dislikes They don't respect there employee or help them in any way specially in this covid situation, they are calling us back office",Likes Work culture,2.0,28
87,posted on 16 Jun 2020,Assistant System Engineer for 2.2 years in Bangalore, Anonymous · Current Employee · IT Division    ,Dislikes Less hike and attitude of managers.,Likes This is one of the biggest company among the world and doing different charity and also helping employees providing WFH option.but people in managing level isndisppointing the employees in different way.the job security is at its peak level.,3.0,28
88,posted on 13 Jun 2020,System Engineer  in Kolkata, Anonymous · It Software Division    ,Dislikes No career growth and poor work-life balance,Likes They are only supporting with job security. But there is no salary increment and other benefits.,3.0,28
89,posted on 08 Jun 2020,"Manager / Sr Manager - Administration  in CA Office Zoey Anwar & Co,  Nagpur", Anonymous · Hr & Administration Division    ,"Dislikes No your time pass, no West time, quick work and planing quick work quick  exult ","Likes Work from home or given company, job security, good management, understand me, work support and guide help,  ",4.0,28
90,posted on 25 Sep 2019,Software Tester  in Gandhinagar, Anonymous · Software Testing BPS Division    ,"Dislikes If you are joining as a fresher in BPS then the salary growth happens very slowly and you will get frustrated after a certain point of time when it comes to Annual Increment. It's better to join this company after a few years of experience. Also, sometimes the higher management is not approachable/good,they do not listen to your concerns. ","Likes Work environment is good, you get all facilities like indoor-outdoor games, gym, good canteen, library, good infrastructure, various Career options,leave,onsite opportunities and the most important thing is job security.",4.0,29
91,posted on 06 Jun 2020,Assistant Software Engineer - Trainee  in Navi Mumbai, Anonymous · It Software Division    ,Dislikes Management and learning,"Likes We r at client location, inspite of being at Mumbai Maharashtra we r going to office daily. 
Manager forced to come to office daily else pay loss.there is no work from home facility till now...
",3.0,29
92,posted on 24 Jun 2020,Transition Manager  in Indore, Anonymous · Product Ion Division    ,"Dislikes Low opportunities and work load no recognition
","Likes Getting fully paid on time in this COVID19 situation is blessing, and I am very much thankful to TCS",4.0,29
93,posted on 21 Jun 2020,Assistant System Engineer  in Hyderabad, Anonymous · It Software Division    ,Dislikes There is nothing dislike about TCS but we can't expect any increments,Likes TCS is a big MNC so the company CEO already said that there is no lay offs in TCS but to fight the this corona virus TCS cuts their employees increments and promotions.,5.0,29
94,posted on 13 Jun 2020,Process Associate  in Pune, Anonymous · Back office Division    ,Dislikes Takes time to make a decision and manager or Hr levels also aren't aware what's going on with the higher management team and we get to know the changes at very short term (talking only about covid 19 situation),Likes As of now we are getting our full salary however my production is 0 (zero),4.0,29
95,posted on 30 Apr 2019,It Support Engineer  in Pune Sahyadri Park, Anonymous · IT Division    ,"Dislikes No Salary, no increments, no hike. 
Only big organization but Tcs not thinking about employee. 
Tcs should change the policies of increment. 
20000 salary employees getting 6%hike.
And 60000 salary employees getting same 6% hike
How the calculations they are doing. 
Even boths employee working on same project. Same work they are doing. 
They should give the more hike to less salary people. Because of salary only i left tcs after working 4 years. Even i didnt think about my graguty. 
...Read More","Likes Nothing... From last 4 years worked on 15k salary. Worked in IT in different different fields.
Just working from last 4 years. But no hike, no growth, even company did not thinking about employee. Only it's big organization, but for employee there is no growth.i have wasted my 4 years in TCS. I have to switch earlier. But I thoughtafter at least 4 years Tcs will be provide good salary or promotion or increments. But this is very bad experience. After working 4 years Tcs should rehire the employee again if the employee not joined anywhere.. Should change the policies. At least tcs should see the employee who given the 4 year and worked hard. But because of no growth and No increments so the reason  I have left the company. I just want to talk with any big organization person. They should take feedback from employee. ...Read More",1.0,29
96,posted on 19 Jun 2020,Citizen Service Executive  in Bengaluru, Anonymous · Passport seva project Division    ,Dislikes Compensation to less increments,Likes They paid salary for all months without deductions.And they caring employees ,5.0,29
97,posted on 29 Jun 2020,Customer Care Executive  in Hyderabad, Anonymous · Tatasky Division    ,Dislikes They are not value the agents and not providing worth of salary ,Likes It's were bad support from TCS BPO,1.0,29
98,posted on 13 Dec 2019,Quality Analyst  in Pune, Anonymous · Bps Division    ,"Dislikes Before giving my concerns about the dislikes .i think every field has this issue.  
Politics and game plans around appraisal period. Buttering tls and managers. I know they have a good ethics n hr  Dept but you know the truth management one side and you on your own .. so just focus on your work and the by default appraisal hike will definitely come to you, thanks to TATA policies ","Likes Well it all starts with the name itself , it's of the brand ""Tata groups"" of which everyone knows. Career growth , diversity and exposure. For me after being in ,you are trained well with what operations you would deal with as well with the ethics part . Going ahead got a great team . Little bit of politics which is everywhere , canbe managed . With all your hard work and kaizan foremost thing is to be in happy eyes of your team lead/manager of course for appraisal . Best part for me was appreciation from the clients as they only need work with quality n efficiency which was delivered by me n my team ...Read More",4.0,29
99,posted on 08 Aug 2017,Assistant System Engineer  in Mumbai, Anonymous · Internal IT Division    ,"Dislikes For an entry level person, salary is the only thing that he might dislike. That too is compensated with ample amount of learning. (I'm talking about internal IT division of TCS here)","Likes I am blessed with nice teammates. 

Training opportunities are abundant. Instructor-led ""Teach Me Tuesday"" initiative helps you learn on a new topic every tuesday. Online learning platform, free subscription to Lynda.com, Safari books online etc provide excellent learning resources. Moreover, you can have professional certifications and company reimburses its fees for you.

Career growth is there but kind of slow, according to me.

Salary increment and appraisals are less. It's suffering more because of current scenario of IT industries in India.

Travel opportunities are not many.

Politics is not something I have ever come across. Maybe I'm blessed in this part also.

Work environment is good. Optimal pressure and good learning. 

Innovation and learning goes parallelly with work in internal IT division of TCS. Can't say about client projects....Read More",3.0,29
100,posted on 20 Jun 2020,Out Source Adviser  in Kolkata, Anonymous · Business Process Outsourcing Division    ,Dislikes I am satisfied,"Likes I am very glad to became a part of this great organisation because there are job security and work culture , company policy is osm .",5.0,30
101,posted on 19 Jun 2020,Process Specialist  in Chennai, Anonymous · IT Support Division    ,Dislikes Nothing is dislike I like everything in Tcs,Likes I left job from Tcs but now I’m feeling why I left a beautiful job 🥺🥺,5.0,30
102,posted on 08 Jun 2020,It Analyst  in Kolkata, Anonymous · Information Technology Division    ,"Dislikes As everyone is working from home, it is expected by the management that they are available 24*7 and they should work all the time even on Weekends. Work from home has made employees life terrible. ",Likes They are not terminating anyone.,1.0,30
103,posted on 22 May 2020,Senior Process Associate  in Chennai, Anonymous · KYC Division    ,"Dislikes Management is being biased and politics can be seen in every move of the management, work pressure is more, appraisal is not given based on the performance biased decision is taken. ",Likes Job security is good. ,3.0,30
104,posted on 28 Jun 2020,It Analyst  in Kolkata, Anonymous · Gitanjali park Division    ,Dislikes Nothing much apart from career growth and learning opportunities..,Likes It's absolutely fantastic..,5.0,30
105,posted on 20 Jun 2020,Process Associate  in Pune, Anonymous · Financial Services Division    ,Dislikes There is lot of politics and the management doesn’t address our issue ,Likes Good work environment and culture. ,3.0,30
106,posted on 19 Jun 2020,Software Developer  in DELHI, Anonymous · Software Development Division    ,Dislikes Nothing like this ,Likes Company is providing all the privilege that can be possible at this time and also till now they are keeping resources those are on bench.for this company needs an appreciation,4.0,30
107,posted on 24 May 2020,System Engineer for 3.5 years in Delhi , Anonymous · Current Employee · IT Division    ,"Dislikes I don't like my manager bcs he is not like a human ,he is just like a Hitler who have no humanity ,he called the employees in Corona time in Delhi without providing any cab facility .
","Likes Actually, company is good but the managers of this company have no humanity .Not all the managers but most of the managers .And also there is career growth nd skill development in this company , it totally depends upon your project manager .My project manager is not a human , he is just like a giant who have no humanity .",5.0,30
108,posted on 17 Apr 2020,Assistant Manager  in Noida , Anonymous · Communication  Division    ,"Dislikes Salary hike is abysmal, almost negligible. Lot of politics at middle management level. The attitude of the support staff like the HR ,admin and IT is very poor. It feels like you're working in a stale government like environment. You have to put up with incompetence and rude behavior. ","Likes Good work life balance. 
The opportunity, if you're lucky,  to work abroad. 
You can pick up different kinds of roles internally if you're lucky and grow. ",3.0,30
109,posted on 02 Jun 2020,It Analyst  in Hyderabad, Anonymous · Eis Division    ,Dislikes Everything,"Likes Just for job security, but the pay is mediocre. Senior management are money hungry and doesn't care if the employees suffer",1.0,30
